"BIN Master Name","BIN Master Id","Area","Floor","BIN Type","Max Quantity","Stock","Type","Dynamic_Flag","Hazardous_Flag","Division","Material Name","Remarks"
"1006-0271","1-TM-BIN_MASTER-210","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0273","1-TM-BIN_MASTER-211","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0275","1-TM-BIN_MASTER-212","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0277","1-TM-BIN_MASTER-213","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0291","1-TM-BIN_MASTER-214","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0293","1-TM-BIN_MASTER-215","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0295","1-TM-BIN_MASTER-216","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0300","1-TM-BIN_MASTER-217","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0311","1-TM-BIN_MASTER-218","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0313","1-TM-BIN_MASTER-219","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0315","1-TM-BIN_MASTER-220","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0317","1-TM-BIN_MASTER-221","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0331","1-TM-BIN_MASTER-222","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0333","1-TM-BIN_MASTER-223","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0337","1-TM-BIN_MASTER-224","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0338","1-TM-BIN_MASTER-225","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0351","1-TM-BIN_MASTER-226","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0353","1-TM-BIN_MASTER-227","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0355","1-TM-BIN_MASTER-228","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0357","1-TM-BIN_MASTER-229","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0371","1-TM-BIN_MASTER-230","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0373","1-TM-BIN_MASTER-231","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
